mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.8,"103 km WSW of Mosquito Lake, Alaska",1727198647079,1727207885040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbiajcz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbiajcz&format=geojson,,,,,automatic,0,121,ak,024cbiajcz,",us7000nfz6,ak024cbiajcz,",",us,ak,",",origin,phase-data,",,,0.85,,ml,earthquake,"M 2.8 - 103 km WSW of Mosquito Lake, Alaska"
1.9,"45 km E of Chase, Alaska",1727198351489,1727198488638,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbi9h4c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbi9h4c&format=geojson,,,,,automatic,0,56,ak,024cbi9h4c,",ak024cbi9h4c,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.9 - 45 km E of Chase, Alaska"
0.4,"14 km SSE of Sierraville, California",1727197998921,1727294089771,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885161&format=geojson,,,,,reviewed,0,2,nn,00885161,",nn00885161,",",nn,",",origin,phase-data,",4.0,0.045,0.1142,155.92,ml,earthquake,"M 0.4 - 14 km SSE of Sierraville, California"
1.34,"2 km SW of Hulbert, Oklahoma",1727197978140,1727279701167,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024svdk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024svdk&format=geojson,,,,,reviewed,0,28,ok,2024svdk,",ok2024svdk,",",ok,",",origin,phase-data,",55.0,0.2753459677,0.45,105.0,ml,quarry blast,"M 1.3 Quarry Blast - 2 km SW of Hulbert, Oklahoma"
2.3,"49 km NW of Ninilchik, Alaska",1727197892346,1727207261040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbi7t02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbi7t02&format=geojson,,,,,automatic,0,81,ak,024cbi7t02,",us7000nfz2,ak024cbi7t02,",",us,ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 2.3 - 49 km NW of Ninilchik, Alaska"
0.89,"12 km SE of Desert Aire, Washington",1727197783000,1727214024130,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62049646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62049646&format=geojson,,,,,reviewed,0,12,uw,62049646,",uw62049646,",",uw,",",origin,phase-data,",10.0,0.02376,0.09,119.0,ml,earthquake,"M 0.9 - 12 km SE of Desert Aire, Washington"
4.5,"67 km SSE of Honchō, Japan",1727197661463,1727206509040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nfz4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nfz4&format=geojson,,,,,reviewed,0,312,us,7000nfz4,",us7000nfz4,",",us,",",origin,phase-data,",44.0,0.439,0.62,102.0,mb,earthquake,"M 4.5 - 67 km SSE of Honchō, Japan"
-0.3,"59 km WNW of Tyonek, Alaska",1727197274670,1727225541710,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022179,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022179&format=geojson,,,,,reviewed,0,0,av,93022179,",av93022179,",",av,",",origin,phase-data,",10.0,0.02135,0.22,92.0,ml,earthquake,"M -0.3 - 59 km WNW of Tyonek, Alaska"
1.09,"4 km WNW of Cobb, CA",1727197246490,1727199134413,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75066206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75066206&format=geojson,,,,,automatic,0,18,nc,75066206,",nc75066206,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.007622,0.02,127.0,md,earthquake,"M 1.1 - 4 km WNW of Cobb, CA"
1.04,"6 km S of Mill Creek, Oklahoma",1727196911289,1727280841239,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024svcu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024svcu&format=geojson,,,,,reviewed,0,17,ok,2024svcu,",ok2024svcu,",",ok,",",origin,phase-data,",24.0,0.2492510884,0.58,184.0,ml,quarry blast,"M 1.0 Quarry Blast - 6 km S of Mill Creek, Oklahoma"
0.04,"43 km NE of Adak, Alaska",1727196233770,1727229386430,,https://earthquake.usgs.gov/earthquakes/eventpage/av93284563,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93284563&format=geojson,,,,,reviewed,0,0,av,93284563,",av93284563,",",av,",",origin,phase-data,",3.0,0.03464,0.03,273.0,ml,earthquake,"M 0.0 - 43 km NE of Adak, Alaska"
0.99,"6 km NW of Calimesa, CA",1727196194900,1727196738912,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744255,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744255&format=geojson,,,,,reviewed,0,15,ci,40744255,",ci40744255,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.01943,0.15,83.0,ml,earthquake,"M 1.0 - 6 km NW of Calimesa, CA"
1.7,"82 km W of Salamatof, Alaska",1727196150284,1727220894010,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbhsyvj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbhsyvj&format=geojson,,,,,automatic,0,44,ak,024cbhsyvj,",av93284558,ak024cbhsyvj,",",av,ak,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 1.7 - 82 km W of Salamatof, Alaska"
-0.81,"11 km W of Akutan, Alaska",1727196050310,1727221901920,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022164,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022164&format=geojson,,,,,reviewed,0,0,av,93022164,",av93022164,",",av,",",origin,phase-data,",6.0,0.01007,0.21,90.0,ml,earthquake,"M -0.8 - 11 km W of Akutan, Alaska"
1.43,"19 km NW of Grapevine, CA",1727195982910,1727285751070,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744247&format=geojson,,,,,reviewed,0,31,ci,40744247,",ci40744247,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.006822,0.19,100.0,ml,earthquake,"M 1.4 - 19 km NW of Grapevine, CA"
0.28,"150 km W of Adak, Alaska",1727195523500,1727210652830,,https://earthquake.usgs.gov/earthquakes/eventpage/av93284553,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93284553&format=geojson,,,,,reviewed,0,1,av,93284553,",av93284553,",",av,",",origin,phase-data,",4.0,0.02447,0.08,137.0,ml,earthquake,"M 0.3 - 150 km W of Adak, Alaska"
1.39,"30 km S of Virginia City, Montana",1727195400050,1727202260740,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90062328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90062328&format=geojson,,,,,reviewed,0,30,mb,90062328,",mb90062328,",",mb,",",origin,phase-data,",15.0,0.1808,0.1,84.0,ml,earthquake,"M 1.4 - 30 km S of Virginia City, Montana"
0.58,"12 km SE of Desert Aire, Washington",1727195074170,1727222874430,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62049626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62049626&format=geojson,,,,,reviewed,0,5,uw,62049626,",uw62049626,",",uw,",",origin,phase-data,",7.0,0.02433,0.05,215.0,ml,earthquake,"M 0.6 - 12 km SE of Desert Aire, Washington"
1.1,"2 km S of Fontana, CA",1727194721230,1727281970169,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744223&format=geojson,,,,,reviewed,0,19,ci,40744223,",ci40744223,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.02652,0.15,55.0,ml,earthquake,"M 1.1 - 2 km S of Fontana, CA"
1.8,"125 km S of McCarthy, Alaska",1727194712622,1727194842289,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbhnvdq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbhnvdq&format=geojson,,,,,automatic,0,50,ak,024cbhnvdq,",ak024cbhnvdq,",",ak,",",origin,phase-data,",,,0.98,,ml,earthquake,"M 1.8 - 125 km S of McCarthy, Alaska"
-0.55,"63 km WNW of Tyonek, Alaska",1727194515560,1727221222700,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022159&format=geojson,,,,,reviewed,0,0,av,93022159,",av93022159,",",av,",",origin,phase-data,",5.0,0.03998,0.1,184.0,ml,earthquake,"M -0.6 - 63 km WNW of Tyonek, Alaska"
0.54,"18 km ESE of Dillon, Montana",1727194389460,1727277164800,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90062378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90062378&format=geojson,,,,,reviewed,0,4,mb,90062378,",mb90062378,",",mb,",",origin,phase-data,",9.0,0.2331,0.13,104.0,ml,quarry blast,"M 0.5 Quarry Blast - 18 km ESE of Dillon, Montana"
-0.28,"10 km W of Akutan, Alaska",1727194099200,1727220483150,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022154,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022154&format=geojson,,,,,reviewed,0,0,av,93022154,",av93022154,",",av,",",origin,phase-data,",7.0,0.01536,0.21,79.0,ml,earthquake,"M -0.3 - 10 km W of Akutan, Alaska"
1.1,"6 km SSW of Salcha, Alaska",1727194098378,1727194183220,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbhlp65,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbhlp65&format=geojson,,,,,automatic,0,19,ak,024cbhlp65,",ak024cbhlp65,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.1 - 6 km SSW of Salcha, Alaska"
1.6,"21 km WNW of Fishhook, Alaska",1727193595441,1727193817341,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbhb9y0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbhb9y0&format=geojson,,,,,automatic,0,39,ak,024cbhb9y0,",ak024cbhb9y0,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 1.6 - 21 km WNW of Fishhook, Alaska"
1.4,"21 km NW of Nikiski, Alaska",1727192595653,1727192681036,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbh7rf1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbh7rf1&format=geojson,,,,,automatic,0,30,ak,024cbh7rf1,",ak024cbh7rf1,",",ak,",",origin,phase-data,",,,0.16,,ml,earthquake,"M 1.4 - 21 km NW of Nikiski, Alaska"
0.95,"2 km SSE of Fontana, CA",1727192475780,1727198801964,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744191&format=geojson,,,,,reviewed,0,14,ci,40744191,",ci40744191,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.0261,0.25,55.0,ml,earthquake,"M 1.0 - 2 km SSE of Fontana, CA"
1.69,"5 km ENE of Ensenada, B.C., MX",1727192153170,1727211154121,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37538605,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37538605&format=geojson,,,,,reviewed,0,44,ci,37538605,",ci37538605,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.1947,0.16,115.0,ml,earthquake,"M 1.7 - 5 km ENE of Ensenada, B.C., MX"
1.98,"7 km ENE of Ensenada, B.C., MX",1727192086840,1727211330564,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744183&format=geojson,1.0,0.0,,,reviewed,0,60,ci,40744183,",ci40744183,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",22.0,0.2194,0.22,95.0,ml,earthquake,"M 2.0 - 7 km ENE of Ensenada, B.C., MX"
0.36,"11 km W of Toms Place, CA",1727191795310,1727220800045,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75066176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75066176&format=geojson,,,,,reviewed,0,2,nc,75066176,",nc75066176,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.05014,0.02,299.0,md,earthquake,"M 0.4 - 11 km W of Toms Place, CA"
1.8,"42 km SSE of Nelchina, Alaska",1727191793252,1727191929910,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbh4u9p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbh4u9p&format=geojson,,,,,automatic,0,50,ak,024cbh4u9p,",ak024cbh4u9p,",",ak,",",origin,phase-data,",,,1.15,,ml,earthquake,"M 1.8 - 42 km SSE of Nelchina, Alaska"
0.69,"5 km WNW of Cobb, CA",1727191588020,1727194636877,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75066166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75066166&format=geojson,,,,,automatic,0,7,nc,75066166,",nc75066166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.004245,0.02,125.0,md,earthquake,"M 0.7 - 5 km WNW of Cobb, CA"
0.34,"1 km ESE of Mammoth Lakes, CA",1727191587270,1727284014264,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75066171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75066171&format=geojson,,,,,reviewed,0,2,nc,75066171,",nc75066171,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.02599,0.05,124.0,md,earthquake,"M 0.3 - 1 km ESE of Mammoth Lakes, CA"
1.23,"2 km SSE of Fontana, CA",1727191557920,1727216424583,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37684484,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37684484&format=geojson,,,,,reviewed,0,23,ci,37684484,",ci37684484,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.02104,0.17,124.0,ml,earthquake,"M 1.2 - 2 km SSE of Fontana, CA"
1.22,"2 km SSE of Fontana, CA",1727191553440,1727215907126,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744167&format=geojson,,,,,reviewed,0,23,ci,40744167,",ci40744167,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.02484,0.18,45.0,ml,earthquake,"M 1.2 - 2 km SSE of Fontana, CA"
0.84,"2 km SSE of Fontana, CA",1727191423000,1727212506460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744159&format=geojson,,,,,reviewed,0,11,ci,40744159,",ci40744159,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.02065,0.18,127.0,ml,earthquake,"M 0.8 - 2 km SSE of Fontana, CA"
1.95,"36 km S of False Pass, Alaska",1727191420140,1727219783840,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022149,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022149&format=geojson,,,,,reviewed,0,58,av,93022149,",av93022149,",",av,",",origin,phase-data,",5.0,0.1786,0.17,330.0,ml,earthquake,"M 2.0 - 36 km S of False Pass, Alaska"
1.84,"3 km S of Fontana, CA",1727191347730,1727196887940,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744151&format=geojson,,,,,reviewed,0,52,ci,40744151,",ci40744151,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",84.0,0.02857,0.2,29.0,ml,earthquake,"M 1.8 - 3 km S of Fontana, CA"
1.0,"4 km NW of San Jacinto, CA",1727191043190,1727196890850,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40744143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40744143&format=geojson,,,,,reviewed,0,15,ci,40744143,",ci40744143,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.137,0.19,50.0,ml,earthquake,"M 1.0 - 4 km NW of San Jacinto, CA"
1.97000003,"4 km S of Pāhala, Hawaii",1727190795890,1727192476421,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74475947,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74475947&format=geojson,1.0,2.0,,,automatic,0,60,hv,74475947,",hv74475947,",",hv,",",dyfi,origin,phase-data,",47.0,0.01127,0.109999999,107.0,md,earthquake,"M 2.0 - 4 km S of Pāhala, Hawaii"
0.09,"62 km ENE of Pedro Bay, Alaska",1727190344860,1727219079370,,https://earthquake.usgs.gov/earthquakes/eventpage/av93284463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93284463&format=geojson,,,,,reviewed,0,0,av,93284463,",av93284463,",",av,",",origin,phase-data,",6.0,0.0301,0.08,112.0,ml,earthquake,"M 0.1 - 62 km ENE of Pedro Bay, Alaska"
1.76999998,"13 km SE of Pāhala, Hawaii",1727190202130,1727190308800,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74475937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74475937&format=geojson,,,,,automatic,0,48,hv,74475937,",hv74475937,",",hv,",",origin,phase-data,",35.0,0.08209,0.140000001,225.0,md,earthquake,"M 1.8 - 13 km SE of Pāhala, Hawaii"
-0.1,"67 km ENE of Pedro Bay, Alaska",1727190017070,1727218405430,,https://earthquake.usgs.gov/earthquakes/eventpage/av93284453,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93284453&format=geojson,,,,,reviewed,0,0,av,93284453,",av93284453,",",av,",",origin,phase-data,",5.0,0.01769,0.08,242.0,ml,earthquake,"M -0.1 - 67 km ENE of Pedro Bay, Alaska"
1.1,"16 km NW of Kingvale, California",1727189845951,1727293172117,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885157&format=geojson,,,,,reviewed,0,19,nn,00885157,",nn00885157,",",nn,",",origin,phase-data,",11.0,0.168,0.1728,136.32,ml,earthquake,"M 1.1 - 16 km NW of Kingvale, California"
1.3,"39 km N of Rampart, Alaska",1727189403832,1727189525421,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbgnswv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbgnswv&format=geojson,,,,,automatic,0,26,ak,024cbgnswv,",ak024cbgnswv,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.3 - 39 km N of Rampart, Alaska"
0.27,"97 km E of King Salmon, Alaska",1727187867870,1727218193510,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022139,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022139&format=geojson,,,,,reviewed,0,1,av,93022139,",av93022139,",",av,",",origin,phase-data,",7.0,0.1057,0.21,136.0,ml,earthquake,"M 0.3 - 97 km E of King Salmon, Alaska"
5.2,"78 km SW of Taltal, Chile",1727187866384,1727189585378,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nu2l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nu2l&format=geojson,1.0,2.2,,,reviewed,0,416,us,6000nu2l,",us6000nu2l,usauto6000nu2l,",",us,usauto,",",dyfi,internal-moment-tensor,moment-tensor,origin,phase-data,",103.0,0.523,1.0,97.0,mww,earthquake,"M 5.2 - 78 km SW of Taltal, Chile"
1.1,"52 km E of Fort Bidwell, California",1727187699856,1727222190129,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885124,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885124&format=geojson,,,,,reviewed,0,19,nn,00885124,",nn00885124,",",nn,",",origin,phase-data,",4.0,0.576,0.1504,215.22000000000003,ml,earthquake,"M 1.1 - 52 km E of Fort Bidwell, California"
1.6,"63 km N of Petersville, Alaska",1727187632672,1727187740812,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cbghfnn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cbghfnn&format=geojson,,,,,automatic,0,39,ak,024cbghfnn,",ak024cbghfnn,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.6 - 63 km N of Petersville, Alaska"
0.8,"15 km SW of Thatcher, Utah",1727187502610,1727188537970,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80083326,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80083326&format=geojson,,,,,reviewed,0,10,uu,80083326,",uu80083326,",",uu,",",origin,phase-data,",14.0,0.08603,0.14,91.0,md,earthquake,"M 0.8 - 15 km SW of Thatcher, Utah"
1.36,"4 km SW of Volcano, Hawaii",1727186941870,1727211146620,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74475887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74475887&format=geojson,,,,,reviewed,0,28,hv,74475887,",hv74475887,",",hv,",",origin,phase-data,",23.0,0.01096,0.14,71.0,ml,earthquake,"M 1.4 - 4 km SW of Volcano, Hawaii"
0.9,"2 km SW of Coleville, California",1727185596570,1727290781662,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885153&format=geojson,,,,,reviewed,0,12,nn,00885153,",nn00885153,",",nn,",",origin,phase-data,",6.0,0.216,0.0522,134.13,ml,earthquake,"M 0.9 - 2 km SW of Coleville, California"
0.58,"7 km NW of Entiat, Washington",1727185391800,1727215504380,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62049586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62049586&format=geojson,,,,,reviewed,0,5,uw,62049586,",uw62049586,",",uw,",",origin,phase-data,",9.0,0.07468,0.12,82.0,ml,earthquake,"M 0.6 - 7 km NW of Entiat, Washington"
1.68,"47 km WSW of False Pass, Alaska",1727185036190,1727217765440,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022134,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022134&format=geojson,,,,,reviewed,0,43,av,93022134,",av93022134,",",av,",",origin,phase-data,",4.0,0.06568,0.1,298.0,ml,earthquake,"M 1.7 - 47 km WSW of False Pass, Alaska"
1.76,"3 km S of Baywood-Los Osos, CA",1727184740130,1727294566260,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75066136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75066136&format=geojson,1.0,1.0,,,reviewed,0,48,nc,75066136,",nc75066136,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",16.0,0.05285,0.08,111.0,md,earthquake,"M 1.8 - 3 km S of Baywood-Los Osos, CA"
4.6,South Sandwich Islands region,1727184723987,1727203944040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nu2f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nu2f&format=geojson,,,,,reviewed,0,326,us,6000nu2f,",us6000nu2f,",",us,",",origin,phase-data,",23.0,5.409,0.69,126.0,mb,earthquake,M 4.6 - South Sandwich Islands region
